img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Complexity,Edge density,Color entropy,mean R channel,mean G channel,mean B channel (RGB),mean L channel,mean a channel,mean b channel (Lab),mean H channel,mean S channel,mean V channel,std R channel,std G channel,std B channel,std L channel,std a channel,std b channel (Lab),std H channel,std S channel,std V channel,Mirror symmetry,DCM distance,DCM x position,DCM y position,Balance,CNN symmetry left-right,CNN symmetry up-down,CNN symmetry left-right & up-down,Slope Redies,Slope Spehar,Slope Mather,Fourier sigma,2D Fractal dimension,3D Fractal dimension,Self-similarity (PHOG),Self-similarity (CNN),Anisotropy,Homogeneity,1st-order EOE,2nd-order EOE,Sparseness,Variability,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pablo-picasso_standing-nude-1908.jpg,3155,0.7795,18.603,6.308,7.93,66.313,5.29,51.002,34.152,18.8,14.778,5.65,11.024,0.123,0.4745,0.2028,62.064,38.052,17.673,18.603,9.434,17.333,0.1322,0.2405,0.2416,69.488,1.192,-0.005789,-0.00141,17.916,0.5127,0.4785,0.4785,-2.568,-1.342,-1.137,0.02627,1.521,2.601,0.7797,0.8071,0.0001694,83.464,4.464,4.344,0.0001131,1.683e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pablo-picasso_still-life-with-stone-1924.jpg,3239,1.344,28.181,7.761,9.81,123.169,6.646,106.941,103.664,79.313,42.666,-0.3537,14.149,0.1662,0.4856,0.4842,74.436,70.798,66.982,28.181,11.883,22.361,0.1767,0.2217,0.2908,28.916,12.455,0.002423,0.06223,13.764,0.4219,0.4114,0.3574,-2.71,-1.655,-1.091,0.01219,1.471,2.522,0.7941,0.7876,0.0003794,97.829,3.77,4.076,0.0002119,3.436e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pablo-picasso_studio-pigeons-velazquez-1957-3.jpg,3105,0.8021,26.597,7.896,15.968,210.12,6.578,119.89,113.176,87.822,46.694,0.2149,14.315,0.1466,0.3777,0.5073,68.483,66.629,72.59,26.597,8.113,22.667,0.1604,0.2618,0.2865,29.602,3.882,0.007959,0.0177,6.291,0.5587,0.5613,0.5326,-2.574,-1.213,-1.184,0.007621,1.669,2.709,0.8057,0.8618,0.0002251,99.063,4.208,4.442,0.000125,1.157e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pablo-picasso_two-naked-women-1906.jpg,3461,0.6647,24.435,7.75,21.993,121.875,2.655,132.63,133.593,129.599,54.491,-1.136,2.033,0.2048,0.05396,0.5242,60.373,60.543,60.615,24.435,0.6097,0.9173,0.05771,0.08056,0.2374,13.846,8.917,-0.002894,0.04449,9.132,0.57,0.5401,0.5179,-2.495,-1.088,-0.8374,0.03942,1.814,2.805,0.9371,0.8356,8.191e-05,95.548,4.418,4.43,0.0001419,1.436e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pablo-picasso_untitled-1970.jpg,3198,1.314,33.496,7.806,46.208,128.94,5.41,124.163,124.825,120.348,50.178,-1.097,2.39,0.1958,0.1412,0.4938,84.148,84.633,85.173,33.496,1.614,2.363,0.1517,0.2285,0.3314,31.264,3.953,-0.01487,0.01302,12.039,0.6567,0.6488,0.6658,-1.134,-1.59,-0.6965,0.1031,1.903,3.003,0.893,0.8836,0.0001927,99.136,4.552,4.54,0.0001061,4.246e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_pablo-picasso_young-naked-girl-with-flower-basket-1905.jpg,4715,0.4146,18.973,7.566,28.579,47.972,6.27,124.459,117.26,118.145,49.51,3.665,0.4297,0.726,0.2306,0.5353,54.53,47.128,42.317,18.973,5.837,13.26,0.2726,0.1349,0.198,36.733,5.143,-0.007959,-0.02445,25.073,0.4795,0.4233,0.4007,-2.879,-0.4858,-0.7008,0.003703,1.922,2.892,0.9425,0.7666,0.0001195,97.488,4.298,4.282,0.0001526,1.551e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-uccello_christ-on-cross-1438.jpg,3549,1.568,23.92,7.169,4.552,118.286,4.932,143.765,102.26,86.373,46.139,14.538,15.32,0.03609,0.3785,0.5638,70.663,56.362,45.121,23.92,8.715,9.662,0.03837,0.1377,0.277,23.262,1.011,-0.004845,-0.001447,13.954,0.5813,0.4611,0.4458,-2.953,-2.003,-1.816,0.002282,1.319,2.465,0.7721,0.8428,0.0002764,93.832,4.227,4.409,0.0001655,1.656e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-uccello_oculus-depicting-the-nativity-1443.jpg,2793,1.021,29.874,7.334,14.345,229.271,6.331,83.752,75.85,51.064,31.032,0.3056,14.44,0.1841,0.528,0.3515,81.829,73.004,58.761,29.874,9.85,18.946,0.1329,0.2554,0.3212,56.316,1.644,0.003898,-0.007236,9.65,0.6943,0.6928,0.6879,-2.088,-1.677,-1.358,0.02179,1.656,2.76,0.7988,0.887,0.0003043,95.915,4.398,4.494,0.0001467,1.477e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-uccello_saints-and-two-children-1445.jpg,4600,0.4295,21.441,4.642,1.744,45.605,3.308,95.019,67.815,57.658,30.615,9.676,10.164,0.01682,0.2191,0.3733,74.437,43.908,31.099,21.441,12.898,12.793,0.0665,0.2481,0.2915,52.586,17.651,-0.0007236,0.08825,19.055,0.4053,0.2227,0.2065,-2.934,-1.915,-1.714,0.002785,1.088,2.137,0.5521,0.6869,0.0004194,90.735,4.045,3.976,0.0002939,2.926e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-uccello_the-adoration-of-the-child-1463.jpg,2938,0.8882,16.104,7.372,7.022,82.259,4.924,98.977,76.694,61.587,34.013,7.055,12.308,0.0663,0.3436,0.3883,49.147,36.26,27.663,16.104,6.731,9.478,0.04514,0.1466,0.1926,47.926,6.932,0.01809,-0.02956,8.538,0.5586,0.5832,0.545,-2.417,-1.569,-1.167,0.002969,1.564,2.597,0.8965,0.8459,0.0001886,94.162,4.478,4.48,0.0001042,1.088e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-veronese_adoration-of-the-magi-1573.jpg,2893,0.9146,19.016,7.45,8.338,113.178,5.175,84.232,64.36,52.507,28.368,6.904,10.268,0.0635,0.426,0.3319,48.389,44.574,39.226,19.016,5.604,7.36,0.06824,0.1877,0.1913,40.498,12.319,0.02098,0.05791,9.359,0.5339,0.5364,0.4979,-2.597,-1.443,-1.224,0.002866,1.562,2.584,0.8269,0.8597,0.0001635,96.376,4.507,4.547,0.0001284,1.025e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-veronese_ceiling-of-the-sala-dell-olimpo.jpg,2932,0.8916,21.416,7.751,10.537,168.618,5.213,135.588,119.117,112.273,50.563,5.473,6.217,0.04151,0.2189,0.5358,54.518,53.456,52.628,21.416,3.451,6.625,0.08395,0.1354,0.2122,32.257,2.027,0.007236,-0.007097,5.515,0.6603,0.6928,0.636,-2.595,-1.414,-1.231,0.004829,1.58,2.62,0.8048,0.8746,0.0003058,98.882,3.979,4.288,0.0001494,7.786e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-veronese_mars-and-venus-united-by-love.jpg,3158,0.7782,15.961,7.242,3.961,84.803,5.798,66.944,59.719,42.588,24.876,0.4257,11.361,0.1302,0.4296,0.2709,40.425,36.682,31.7,15.961,4.777,8.045,0.1022,0.1684,0.1586,50.812,5.067,-0.01592,-0.01971,12.137,0.4709,0.447,0.4686,-2.842,-1.932,-1.662,0.002484,1.415,2.447,0.7909,0.8366,0.0002558,95.47,4.346,4.478,0.0001442,1.488e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-veronese_portrait-of-mehmed-ii.jpg,3208,0.7568,22.181,7.309,6.691,57.028,4.45,102.899,85.682,65.024,36.567,3.901,14.051,0.08816,0.3284,0.4036,62.961,53.458,36.9,22.181,4.623,11.183,0.03003,0.1317,0.2469,51.527,20.083,-0.04703,0.08872,12.626,0.4817,0.4776,0.456,-2.336,-1.499,-0.9926,0.01804,1.405,2.613,0.8778,0.8071,0.0001697,85.371,4.363,4.367,0.0001092,1.354e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-veronese_the-holy-family.jpg,2896,1.096,19.504,7.599,8.091,103.099,5.199,108.971,84.958,68.166,37.483,7.641,13.672,0.0753,0.3851,0.4286,52.872,47.491,42.52,19.504,7.681,7.868,0.04991,0.1763,0.2068,57.47,6.74,0.02378,0.02388,10.914,0.5069,0.5345,0.503,-2.672,-1.429,-1.294,0.002963,1.6,2.589,0.8827,0.8327,0.0001707,96.156,4.541,4.479,0.0001426,1.177e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paolo-veronese_vulcan-and-venus-1561.jpg,3718,1.69,20.787,7.677,7.867,117.383,4.715,132.836,111.259,102.338,47.974,7.455,8.451,0.0423,0.2736,0.521,50.898,52.467,53.426,20.787,4.297,6.119,0.03479,0.1822,0.1995,39.803,3.058,0.001712,-0.0152,15.456,0.5853,0.5443,0.5259,-2.646,-1.567,-1.359,0.00445,1.508,2.57,0.8191,0.8407,0.0002759,96.562,4.5,4.479,0.0001568,1.182e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_park-seo-bo_ecriture-no-060805.jpg,3184,1.304,8.172,6.034,2.976,118.736,3.662,137.936,151.674,171.882,62.184,-0.3574,-12.2474,0.6001,0.2036,0.674,24.471,21.093,17.0,8.172,1.213,3.65,0.01405,0.07552,0.06667,9.875,1.165,0.003885,-0.004342,6.929,0.8198,0.7946,0.7847,-1.961,-1.679,-1.791,0.1421,1.497,2.324,0.871,0.6921,0.001033,99.719,1.777,1.839,0.0002471,5.01e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_parmigianino_circe-and-the-companions-of-ulysses.jpg,3084,1.232,13.081,6.876,9.931,77.502,5.205,189.253,160.063,120.155,67.335,5.25,24.962,0.09719,0.3783,0.7422,32.789,35.312,34.427,13.081,3.238,3.918,0.01062,0.09803,0.1286,16.383,5.531,-0.002938,-0.0275,8.047,0.6095,0.5789,0.5747,-2.338,-1.235,-0.9722,0.01205,1.684,2.681,0.7804,0.8406,0.0001481,92.479,4.451,4.515,0.0001487,1.124e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_parmigianino_diogenes.jpg,3390,0.6882,17.3,7.468,17.294,129.096,4.155,136.278,125.675,103.532,52.515,0.336,13.727,0.1141,0.2704,0.5347,44.513,43.97,45.087,17.3,1.814,3.074,0.02504,0.1038,0.175,36.108,3.423,0.01664,-0.003984,11.435,0.5941,0.5871,0.5666,-2.254,-1.083,-0.9347,0.003213,1.819,2.787,0.8468,0.8416,0.0002111,98.938,3.934,4.216,0.0001546,1.199e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_parmigianino_portrait-of-a-young-lady-1537.jpg,4061,0.5159,10.807,6.36,4.075,49.596,5.048,103.256,70.078,71.367,33.28,14.581,4.767,0.9788,0.3476,0.405,32.597,25.825,15.721,10.807,5.307,8.296,0.04339,0.0881,0.1278,72.433,3.157,0.0123,-0.009892,18.628,0.5217,0.4759,0.4594,-2.377,-1.836,-1.538,0.003897,1.559,2.551,0.8114,0.7832,0.000217,89.676,4.124,4.313,0.0001278,1.24e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_patrick-caulfield_coloured-still-life-1967.jpg,3649,1.64,8.77,4.968,1.355,33.219,2.644,58.685,78.437,114.325,35.959,7.994,-18.5069,0.5902,0.717,0.5431,56.419,26.391,45.653,8.77,20.942,28.582,0.1592,0.154,0.1459,1.006,1.287,-0.006396,-0.0007236,13.168,0.3291,0.4818,0.3084,-2.247,-1.759,-1.636,0.09499,1.322,2.477,0.4032,0.5601,0.0008288,99.926,4.258,4.384,0.0009868,2.898e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_cote-du-galet-at-pontoise.jpg,3054,1.21,21.284,7.737,13.503,137.929,6.927,94.416,117.534,81.588,46.244,-14.7426,16.963,0.3154,0.4334,0.4745,64.918,51.79,47.637,21.284,10.418,14.679,0.1285,0.1952,0.2174,44.478,11.022,-0.02333,0.04993,10.564,0.5876,0.5858,0.5789,-2.398,-1.503,-1.004,0.01058,1.699,2.63,0.9093,0.8565,0.000141,96.807,4.403,4.518,8.602e-05,9.103e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_fisherman-on-the-rocks.jpg,4663,2.374,13.278,7.08,12.614,72.779,6.317,76.581,72.751,52.596,30.435,-1.664,12.509,0.1704,0.3425,0.3116,33.891,31.482,26.722,13.278,5.655,9.139,0.1158,0.1951,0.129,41.484,4.06,-0.01052,-0.01737,20.528,0.633,0.5815,0.5656,-2.245,-1.427,-0.7387,0.01248,1.852,2.691,0.8674,0.8374,0.0001909,98.847,4.369,4.499,8.701e-05,8.703e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_flowers-in-an-olive-jar.jpg,3270,0.732,20.403,7.661,9.406,100.272,6.553,116.837,100.724,86.996,43.258,5.06,10.548,0.07216,0.3229,0.4731,51.348,50.629,54.367,20.403,9.023,13.88,0.1731,0.2231,0.2094,33.325,14.015,-0.05499,0.04343,10.825,0.5508,0.4276,0.4069,-2.758,-1.299,-1.151,0.005191,1.646,2.602,0.7877,0.821,0.0001418,95.813,4.54,4.519,0.000128,1.456e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_medea-1882.jpg,3556,0.6357,19.075,7.627,7.177,132.842,5.855,130.611,133.003,87.587,53.827,-7.835,24.069,0.189,0.4265,0.537,50.211,47.955,57.355,19.075,7.116,13.387,0.08117,0.256,0.1887,28.165,6.467,0.0275,-0.01702,14.634,0.5409,0.5335,0.5463,-2.602,-1.91,-1.642,0.001512,1.493,2.532,0.8827,0.8467,0.0001867,98.579,4.457,4.52,0.0001309,9.67e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_mont-sainte-victoire-1897.jpg,3111,1.251,18.291,7.59,5.616,114.214,7.346,115.519,107.188,91.812,45.601,1.9,10.282,0.2431,0.3725,0.5134,60.721,43.022,51.786,18.291,14.119,20.555,0.2714,0.1979,0.2233,31.951,12.804,-0.006651,0.06368,13.498,0.5503,0.5158,0.488,-2.83,-1.8,-1.537,0.001448,1.444,2.481,0.8302,0.8457,0.0002282,96.509,4.54,4.543,0.0001186,1.317e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_portrait-of-anthony-valabregue.jpg,3060,0.8236,17.591,6.821,4.982,56.35,4.659,54.401,52.733,54.711,21.694,1.354,-1.111,0.6388,0.2359,0.2378,49.664,39.917,32.259,17.591,4.236,7.299,0.1309,0.1843,0.1861,85.159,16.437,0.009407,0.08164,9.458,0.5983,0.4737,0.4501,-2.936,-1.438,-1.271,0.008712,1.512,2.529,0.7578,0.7663,0.0001394,64.077,4.514,4.353,0.0001312,1.052e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_road-at-pontoise-1875.jpg,3098,1.242,17.897,6.65,2.825,71.124,5.337,106.725,105.735,81.952,43.677,-3.672,13.445,0.1869,0.2461,0.434,49.404,46.038,44.748,17.897,5.13,10.515,0.08582,0.1444,0.1919,88.557,0.9763,-0.004662,-0.001447,8.273,0.4922,0.5285,0.4566,-3.08,-1.575,-1.441,0.03336,1.259,2.471,0.7542,0.7241,0.0005878,89.142,3.196,3.518,0.0001778,2.986e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_road-trees-and-lake.jpg,3122,0.7943,20.674,7.616,10.477,102.602,5.898,91.055,84.038,64.044,35.007,-0.247,12.607,0.1323,0.3307,0.3645,51.846,50.538,45.335,20.674,5.951,9.967,0.08071,0.1621,0.207,52.488,6.694,0.01809,0.02816,11.942,0.578,0.5493,0.5308,-2.416,-1.288,-1.108,0.004008,1.676,2.652,0.8238,0.8433,0.0001548,92.627,4.382,4.487,0.0001052,1.056e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_table-napkin-and-fruit.jpg,3067,1.219,20.62,7.657,7.675,128.438,6.34,130.923,124.16,73.587,51.247,-3.903,27.814,0.1792,0.4846,0.5454,57.708,53.039,51.386,20.62,13.097,16.524,0.08675,0.2535,0.214,29.161,4.727,0.01217,-0.02026,7.333,0.5121,0.5058,0.5022,-2.652,-1.772,-1.421,0.002329,1.526,2.481,0.7741,0.8246,0.0002506,98.591,4.522,4.481,0.0001252,1.376e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_the-lion-and-the-basin-at-jas-de-bouffan-1866.jpg,3497,1.53,12.612,6.383,8.074,69.74,5.111,43.92,37.386,27.207,15.049,1.158,7.269,0.1462,0.3063,0.1754,38.349,26.677,17.756,12.612,7.206,9.21,0.07773,0.1998,0.1506,79.797,1.154,-0.004492,0.003618,12.9,0.5432,0.5246,0.4963,-2.221,-1.497,-1.248,0.0106,1.736,2.596,0.8551,0.823,0.0001846,93.544,4.369,4.477,9.652e-05,1.444e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-cezanne_three-skulls-on-a-patterned-carpet.jpg,3066,1.219,15.438,6.962,10.989,68.535,5.483,64.431,48.543,39.619,21.178,5.651,7.988,0.05292,0.3205,0.2537,46.815,33.048,23.885,15.438,7.826,10.382,0.08264,0.1964,0.1835,59.561,4.869,-0.004751,0.02388,12.009,0.5536,0.5233,0.5073,-2.533,-1.04,-0.9069,0.01965,1.745,2.642,0.8781,0.8325,0.0001102,95.125,4.547,4.507,0.000102,1.453e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_conversation-1885.jpg,3090,1.236,17.98,7.511,16.592,104.833,4.637,141.388,107.522,67.694,47.419,8.671,27.148,0.08942,0.5332,0.5545,49.826,44.658,33.687,17.98,6.724,10.32,0.02561,0.1404,0.1953,31.034,6.479,0.02108,0.0246,9.399,0.6244,0.6099,0.5968,-2.086,-1.12,-0.9265,0.005245,1.813,2.757,0.9047,0.8734,7.402e-05,97.537,4.505,4.549,9.204e-05,7.222e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_horse-and-cow-in-a-meadow-1885.jpg,3065,1.218,14.556,7.217,17.454,82.937,4.254,133.253,104.105,45.093,45.451,4.936,36.196,0.1118,0.668,0.5227,41.686,35.11,24.147,14.556,5.754,10.895,0.0201,0.135,0.1634,16.371,1.765,-0.005051,-0.007236,5.199,0.5991,0.6243,0.6037,-2.124,-0.9462,-0.7119,0.02355,1.945,2.7,0.9074,0.8466,0.0001001,99.555,4.419,4.499,8.953e-05,7.882e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_nativity-1896.jpg,3312,1.397,21.661,7.291,3.708,81.346,5.118,103.493,85.159,39.32,36.297,2.59,27.279,0.09604,0.5888,0.4129,49.749,57.853,18.342,21.661,11.578,20.207,0.04635,0.1386,0.2074,60.031,14.497,0.01503,-0.07091,11.563,0.4686,0.402,0.3967,-2.916,-1.832,-1.634,0.003615,1.29,2.462,0.7503,0.8103,0.0002323,88.051,4.177,4.373,0.0001528,1.48e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_portrait-of-philibert-favre-1885.jpg,3282,0.7274,18.645,7.569,26.407,65.379,5.024,136.446,88.807,67.371,41.936,17.295,20.132,0.03848,0.5066,0.5352,55.526,44.181,35.893,18.645,7.885,12.679,0.04387,0.1678,0.2176,40.337,7.136,0.01013,0.03421,11.354,0.6384,0.6242,0.6198,-1.929,-0.7134,-0.31,0.05382,1.968,2.854,0.9059,0.8467,9.276e-05,97.005,4.536,4.51,9.306e-05,9.971e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_pots-and-boquets-1886.jpg,3030,1.192,23.653,7.756,12.49,85.893,5.187,150.754,104.402,65.604,47.559,14.596,28.853,0.07097,0.5891,0.5912,62.369,61.124,44.776,23.653,12.662,13.932,0.03702,0.1765,0.2446,29.684,19.688,-0.002427,0.09841,15.022,0.5108,0.4894,0.4732,-2.473,-1.073,-0.9594,0.01245,1.653,2.684,0.8012,0.808,0.0001455,95.254,4.294,4.404,0.0001243,1.497e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_returning-from-the-harvest-manuring-1884.jpg,3101,1.244,23.479,7.822,24.44,84.03,5.035,137.578,116.901,93.939,49.626,5.013,15.801,0.08748,0.3697,0.5408,60.684,58.348,59.446,23.479,5.472,10.525,0.05687,0.2274,0.237,25.528,12.386,0.01774,0.05933,15.063,0.576,0.4943,0.4849,-2.383,-0.7978,-0.6589,0.01407,1.777,2.803,0.8901,0.8327,0.0001814,96.473,4.078,4.341,9.703e-05,1.109e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_tahitian-man-with-his-arms-raised-1897.jpg,3176,0.7703,17.032,7.214,15.779,62.924,6.77,75.119,57.273,53.968,25.483,8.043,4.687,0.9226,0.3531,0.3096,49.168,38.431,32.376,17.032,8.073,15.267,0.1724,0.1867,0.1939,53.614,13.952,0.03618,0.05964,6.837,0.4749,0.4633,0.4259,-2.607,-0.7385,-0.6023,0.03688,1.774,2.668,0.7095,0.8017,0.0001023,92.541,4.379,4.437,0.000107,1.655e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_tahitians-at-rest-unfinished.jpg,3061,1.215,21.513,7.151,7.324,62.55,3.947,186.748,149.753,111.302,63.764,8.599,25.38,0.08739,0.4238,0.7337,64.776,51.167,47.747,21.513,6.025,9.683,0.0515,0.1247,0.2525,5.198,18.5,0.09202,0.009407,15.741,0.4266,0.4339,0.3947,-2.51,-1.251,-1.118,0.004402,1.521,2.603,0.7939,0.7888,0.0001382,79.707,4.543,4.46,0.0001801,1.649e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-gauguin_tree-in-the-farm-yard-1874-1.jpg,3694,0.5978,25.532,7.837,17.997,80.613,5.524,126.855,112.63,85.561,46.964,1.868,17.11,0.1065,0.3935,0.4994,60.549,65.761,58.036,25.532,5.996,7.359,0.05058,0.1889,0.2397,41.543,19.909,0.003618,0.09948,13.615,0.5838,0.5185,0.5146,-2.291,-1.302,-0.601,0.0387,1.648,2.714,0.8532,0.8374,0.0001308,92.271,4.495,4.501,9.55e-05,1.065e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-klee_the-signatories-to-the-window-the-artist-at-the-window-1909(1).jpg,3219,0.7523,22.741,7.462,5.872,112.665,4.75,156.535,134.362,112.968,56.719,5.523,14.883,0.08223,0.3111,0.6141,56.295,60.02,58.238,22.741,4.129,6.641,0.03234,0.1325,0.2208,30.41,8.671,-0.03907,-0.01878,14.371,0.4731,0.4821,0.459,-2.716,-1.923,-1.58,0.002812,1.438,2.495,0.8126,0.8165,0.0003822,98.568,3.685,4.102,0.0001673,1.328e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-mathiopoulos_female-nude-1898.jpg,4504,0.4427,13.222,7.13,1.92,37.021,5.96,80.291,77.132,58.717,32.28,-2.164,11.348,0.1842,0.2957,0.3303,39.894,30.048,24.68,13.222,5.351,5.661,0.08856,0.1165,0.1478,61.969,4.831,-0.01375,-0.01986,22.796,0.5491,0.5056,0.4909,-3.04,-1.722,-1.591,0.01577,1.355,2.486,0.8225,0.7615,0.0002108,87.515,4.202,4.015,0.0001532,1.446e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-mathiopoulos_portrait-of-a-child.jpg,3448,1.495,6.518,5.557,1.217,30.26,3.699,191.371,164.034,132.091,68.992,5.44,20.398,0.09338,0.3119,0.751,15.15,18.449,23.438,6.518,2.984,6.739,0.04525,0.0959,0.05997,3.039,3.416,-0.01694,0.002171,11.822,0.4493,0.4793,0.4697,-2.894,-1.863,-1.825,0.04133,1.451,2.405,0.6525,0.7251,0.0004052,74.97,4.539,4.466,0.0004271,1.582e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-reed_ggr-2004.jpg,3112,0.7988,19.842,6.792,3.465,73.286,6.669,104.916,105.269,107.887,44.286,2.773,-1.935,0.6598,0.4095,0.5198,50.819,48.616,51.023,19.842,10.913,27.03,0.2493,0.1602,0.1986,8.386,0.3704,0.001447,-0.001156,8.809,0.4812,0.3281,0.3561,-3.195,-1.509,-1.467,0.003888,1.573,2.299,0.756,0.744,0.0003966,99.341,3.912,4.075,0.0002734,2.612e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-signac_le-corne-d-or-le-pont-1907.jpg,3063,0.8221,15.361,7.143,10.913,116.283,7.263,183.334,172.562,149.988,70.968,1.22,13.181,0.1333,0.274,0.7616,48.013,43.36,43.118,15.361,13.404,16.531,0.1758,0.1827,0.1458,9.889,14.348,-0.002894,-0.07168,14.597,0.5687,0.5109,0.4593,-2.209,-1.301,-1.184,0.006895,1.702,2.698,0.8005,0.8605,0.0002536,92.489,4.454,4.531,7.459e-05,1.119e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paul-signac_the-bay-1906.jpg,3138,1.271,19.18,7.397,10.942,130.584,7.633,183.399,179.194,184.617,73.575,4.324,-1.597,0.7594,0.2535,0.8101,61.283,53.954,57.054,19.18,14.475,19.409,0.3347,0.2202,0.1635,14.083,20.582,-0.09396,-0.04197,16.368,0.512,0.5996,0.4846,-1.989,-1.652,-1.298,0.01185,1.624,2.772,0.7431,0.8788,0.0001817,93.835,4.519,4.558,7.038e-05,7.998e-06,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paula-modersohn-becker_mother-with-baby-at-her-breast-and-child-in-landscape-1905.jpg,2808,0.9691,12.939,7.038,7.656,53.149,5.709,120.057,116.53,100.006,48.655,-1.552,9.586,0.1618,0.2005,0.4822,37.198,31.962,27.794,12.939,3.491,5.738,0.1155,0.07776,0.1351,45.137,8.519,-0.01013,0.04137,5.054,0.5886,0.52,0.5176,-2.474,-1.151,-0.8982,0.03619,1.704,2.647,0.8786,0.8265,0.0001096,92.71,4.473,4.452,0.0001093,1.104e-05,
C:\Users\sblee\Downloads\Aesthetics-Toolbox-main\split_2\artemis_paula-modersohn-becker_nude-girl-sitting-on-the-floor-1904.jpg,2986,1.161,7.184,6.076,13.762,29.747,3.737,206.735,202.958,200.466,81.833,0.864,1.713,0.06472,0.03195,0.8108,19.127,19.877,20.215,7.184,0.902,1.159,0.05511,0.01611,0.07499,9.138,4.694,0.01185,-0.02026,6.785,0.5544,0.5577,0.5841,-2.26,-0.7498,-1.038,0.001901,1.983,2.838,0.869,0.8245,4.378e-05,97.59,4.545,4.486,0.0002701,5.576e-06,
